label,message,processed_message
0,How come u got nothing to do?,come u got nothing
0,Good. do you think you could send me some pix? I would love to see your top and bottom...,good think could send pix would love see top bottom
0,Apps class varaya elaya.,apps class varaya elaya
0,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN AÂ£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",yeh def something satjust got payedday havbeen given pay rise work havebeen made preschoolcoordinator feelingood luv
1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello orange month free access game news sport plus free text photo message reply yes term apply wwworangecoukow
1,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,link picture sent also use httpaltocoukwavewaveaspo
0,Is there coming friday is leave for pongal?do you get any news from your work place.,coming friday leave pongaldo get news work place
0,Ok. She'll be ok. I guess,ok shell ok guess
0,I come n pick Ã¼ up... Come out immediately aft ur lesson...,come n pick come immediately aft ur lesson
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live chat pmin choose girl connect live call cheap chat uk biggest live service vu bcmwcnxx
0,"Yo, any way we could pick something up tonight?",yo way could pick something tonight
0,"Thatâs the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",thats thing ape u fight death keep something minute u let go thats
0,Also remember the beads don't come off. Ever.,also remember bead dont come ever
0,What happen to her tell the truth,happen tell truth
0,Anything lar...,anything lar
1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi probably much fun get message thought id txt u co im bored james farting night
0,Good Morning plz call me sir,good morning plz call sir
0,Keep my payasam there if rinu brings,keep payasam rinu brings
0,"Sorry, I'll call later in meeting",sorry ill call later meeting
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv
0,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
0,Aight do you still want to get money,aight still want get money
0,I though we shd go out n have some fun so bar in town or something â sound ok?,though shd go n fun bar town something sound ok
0,Wait . I will msg after  &lt;#&gt;  min.,wait msg ltgt min
0,"Haha, my friend tyler literally just asked if you could get him a dubsack",haha friend tyler literally asked could get dubsack
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sm service inclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
0,I'm in a movie... Collect car oredi...,im movie collect car oredi
0,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,real tho suck cant even cook whole electricity im hungry
0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",feel like dick keep sleeping text facebook message sup town
0,Ok... U enjoy ur shows...,ok u enjoy ur show
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk im sitting stop shop parking lot right bawling eye feel like im failure everything nobody want feel like im failing
0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",got part nottingham hr mile good thing love man much mph hey ho
0,I like you peoples very much:) but am very shy pa.,like people much shy pa
0,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one get twelve aah speak tomo
0,We are both fine. Thanks,fine thanks
0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday
0,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help tell sura im expecting battery hont pls send message download movie thanks
0,You call times job today ok umma and ask them to speed up,call time job today ok umma ask speed
0,"fyi I'm at usf now, swing by the room whenever",fyi im usf swing room whenever
0,"Nothing, i got msg frm tht unknown no..",nothing got msg frm tht unknown
0,You bad girl. I can still remember them,bad girl still remember
0,I think it's all still in my car,think still car
0,How? Izzit still raining?,izzit still raining
0,Ã only send me the contents page...,send content page
0,I will spoil you in bed as well :),spoil bed well
0,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya u like hlday pic looked horrible took mo hows camp amrca thing speak soon serena
1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guy feeling hungry call pmin stop text call pmin
0,Lol I would but despite these cramps I like being a girl.,lol would despite cramp like girl
0,"She was supposed to be but couldn't make it, she's still in town though",supposed couldnt make shes still town though
0,Probably earlier than that if the station's where I think it is,probably earlier station think
0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,well keep mind ive got enough gas one round trip barring sudden influx cash
0,Which is weird because I know I had it at one point,weird know one point
1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",orange customer may claim free camera phone upgrade loyalty call offer end thmarch tc apply optout availa
0,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap finger one made come amp fill gap holding hand love
0,"Sorry, I'll call later",sorry ill call later
0,But you were together so you should be thinkin about him,together thinkin
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
0,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,available im like right around hillsborough amp ltgt th
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,hate call didnt accept even single call mine even messaged
0,Ok going to sleep. Hope i can meet her.,ok going sleep hope meet
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng
0,4 oclock at mine. Just to bash out a flat plan.,oclock mine bash flat plan
1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
0,Ding me on ya break fassyole! Blacko from londn,ding ya break fassyole blacko londn
0,If You mean the website. Yes.,mean website yes
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belongs family hope tomorrow pray herwho fated shoranur train incident let hold hand together amp fuelled love amp concern prior grief amp pain pls join dis chain amp pas stop violence woman
0,I like to think there's always the possibility of being in a pub later.,like think there always possibility pub later
0,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happened come never came back
0,Do u hav any frnd by name ashwini in ur college?,u hav frnd name ashwini ur college
0,Sent me ur email id soon,sent ur email id soon
0,But i dint slept in afternoon.,dint slept afternoon
0,I will come to ur home now,come ur home
0,Another month. I need chocolate weed and alcohol.,another month need chocolate weed alcohol
0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla whenever youre around need excuse go creep people sarasota
0,Hey... What time is your driving on fri? We go for evaluation on fri?,hey time driving fri go evaluation fri
